DAY,L,W,H,VOL_A,VOL_B,VOL_C,animal,ID
30,12.72,11.63,8.63,668.1223799200001,1487.76974833093,860.2338840000002,416.0,18
34,13.28,13.23,8.73,802.69500528,1925.6278723467674,1162.218456,416.0,18
35,12.83,11.68,8.29,650.1333241066666,1516.8398624398567,875.1496959999998,416.0,18
36,13.33,12.72,7.66,679.71120304,1825.624165220137,1078.386336,416.0,18
37,13.87,13.47,8.06,788.05675546,2111.5509732398414,1258.2926415000002,416.0,18
38,14.58,13.86,8.1,856.6120331999999,2375.2898669047336,1400.406084,416.0,18
41,15.45,13.45,8.79,955.9122802499998,2476.9180431948857,1397.4718124999997,416.0,18
42,14.4,12.89,8.74,848.9952096,2091.0219840571913,1196.2951200000002,416.0,18
43,14.4,14.3,8.91,960.1843680000001,2443.336478614218,1472.3280000000002,416.0,18
44,15.43,13.0,10.14,1064.450894,2349.088626686453,1303.835,416.0,18
49,17.3,15.49,9.13,1280.4030385666667,3627.2857185552266,2075.481865,416.0,18
50,18.11,15.96,10.23,1547.40989172,4063.146586009135,2306.504088,416.0,18
0,4.41,4.09,3.37,31.810478070000002,63.340039643928485,36.88546049999999,438.0,19
1,4.82,4.66,4.0,47.01877866666667,88.02072006359391,52.334596000000005,438.0,19
2,6.19,6.13,5.14,102.06871335333334,193.26898682343986,116.30050550000001,438.0,19
3,7.66,6.81,5.8,158.3369492,311.52959246466315,177.62046299999997,438.0,19
6,8.49,6.94,5.09,156.95073026,373.9695361654665,204.454482,438.0,19
7,7.74,7.71,5.31,165.83196906,381.1785842962195,230.048667,438.0,19
8,8.54,8.03,5.69,204.20392248666664,469.56488127032344,275.33344299999993,438.0,19
9,10.72,8.2,7.01,322.48168426666666,681.4726665806601,360.4064,438.0,19
14,11.17,9.16,6.92,370.5383292266667,855.7727529590105,468.61277600000005,438.0,19
15,12.06,10.8,6.47,441.01538640000007,1229.1137569678567,703.3392000000001,438.0,19
16,13.28,11.92,7.09,587.3526916266667,1646.82321405498,943.4536959999999,438.0,19
17,14.64,12.78,7.11,696.17741328,2116.1350494959843,1195.563888,438.0,19
21,15.6,13.59,7.54,836.5536504,2552.4166400804606,1440.56718,438.0,19
22,15.02,13.98,8.79,965.9271579599999,2515.9449873132367,1467.757404,438.0,19
23,14.92,14.16,9.26,1023.81493568,2539.1221811128385,1495.771776,438.0,19
24,15.29,13.9,10.09,1122.2557767666667,2561.9397562793542,1477.09045,438.0,19
27,16.37,15.24,12.59,1643.75760148,3258.261631264493,1901.028456,438.0,19
0,4.77,4.15,2.78,28.799813099999998,72.82578896117683,41.07566250000001,550.0,20
1,4.31,3.7,3.98,33.21547473333333,52.65674093720121,29.50195,550.0,20
2,6.12,5.53,5.44,96.35047296,162.79846842554664,93.577554,550.0,20
3,7.45,7.25,5.54,156.59664083333334,328.2289652438377,195.7953125,550.0,20
6,8.29,7.72,5.99,200.62130494666664,423.3438265091465,247.03536799999998,550.0,20
7,9.33,9.14,6.63,295.88283114,651.1443010333189,389.712234,550.0,20
8,10.06,8.71,7.1,325.5763740666667,678.2029714336381,381.59642300000013,550.0,20
9,9.9,9.29,6.64,319.5930936,729.3094610443535,427.205295,550.0,20
14,12.7,11.17,7.38,547.8878298,1397.0785531330584,792.282515,550.0,20
15,11.21,10.9,10.34,661.1972627333333,1116.8212028744442,665.93005,550.0,20
16,12.47,11.87,8.96,694.0704900266667,1489.0567282837912,878.4921714999999,550.0,20
17,12.64,12.31,9.46,770.3261854933335,1604.8822543600847,957.708152,550.0,20
21,12.36,12.22,8.62,681.35796976,1534.8643524706063,922.849512,550.0,20
22,14.11,14.03,10.39,1076.4122461966665,2303.098496531416,1388.7125494999998,550.0,20
23,13.98,13.87,10.3,1045.1996482000002,2232.6000666407826,1344.7145309999999,550.0,20
24,13.93,13.35,9.49,923.5852580499999,2096.9306025816204,1241.3197125,550.0,20
27,13.5,12.71,9.31,836.0021565000001,1858.4653280773462,1090.422675,550.0,20
28,15.82,14.91,12.21,1507.22533038,2995.4471984311085,1758.457071,550.0,20
29,15.83,14.99,10.44,1296.46693212,3022.451260323206,1778.5012915000002,550.0,20
30,15.08,14.11,11.08,1233.8049644266664,2566.421693166625,1501.1544339999998,550.0,20
34,18.12,16.41,12.84,1998.06768432,4239.705067718316,2439.750186,550.0,20
0,6.3,5.58,5.0,91.98629999999999,172.34457096643496,98.07966,109.0,21
1,7.23,6.17,4.5,105.05443050000001,246.36027297789437,137.6190735,109.0,21
2,6.74,6.47,6.0,136.92849199999998,238.11225636858236,141.07123299999998,109.0,21
7,7.58,6.74,5.84,156.14221898666665,301.9459007077686,172.17060400000003,109.0,21
8,7.96,7.24,6.5,196.03941066666667,361.75366150742565,208.622048,109.0,21
9,7.3,7.25,5.67,157.04435249999997,318.36607606196156,191.853125,109.0,21
14,9.03,8.79,8.39,348.5113961699999,584.7233307195091,348.8474114999999,109.0,21
15,9.52,8.54,7.54,320.80753674666664,606.1466555426686,347.1544159999999,109.0,21
16,9.05,8.6,6.31,257.0128203333333,567.7485455411962,334.669,109.0,21
17,9.93,8.96,7.15,332.9213888,693.9391213746345,398.59814400000005,109.0,21
20,12.26,11.47,7.95,585.0586631,1378.8477563403123,806.468317,109.0,21
22,12.1,11.79,8.3,619.663143,1408.9132316051875,840.974805,109.0,21
23,11.25,11.11,8.47,554.02375875,1155.4079640110488,694.3055625,109.0,21
27,15.04,14.01,10.47,1154.54549472,2529.090917583176,1476.0263519999999,109.0,21
28,16.38,15.81,12.36,1675.10731752,3445.911628851031,2047.140459,109.0,21
